Date, Gas Sensor Value(ppm), Water Flow Rate(GPM), Water Level Sensor(%), Tempertature Sensor('C), Label
22/11/2019,41.972387640295466,914.2218078889581,72.90288344263087,31.260824727471277,3
23/11/2019,47.71711089899639,3646.9261215437064,49.014302661631916,15.960736456658449,3
24/11/2019,20.148844663285203,816.0992475880778,62.54587690123269,28.60677803420427,1
25/11/2019,48.54894129621387,4068.447754114403,10.066268217987117,34.099831749550006,3
26/11/2019,42.657324339404084,3477.0477931178566,44.398394132449546,18.15641153899423,2
27/11/2019,31.50036702933574,2551.8804603675,37.50692652735776,39.77266669716515,3
28/11/2019,36.16366613102378,1050.9036786982597,12.56619951855007,16.72772551025966,1
29/11/2019,1.6797125082981645,3719.998553747021,8.956660088184465,40.56485282983101,2
30/11/2019,7.624242186572882,3092.2779257994753,89.34822155091975,39.2701428366187,3
01/12/2019,0.501442895552906,1598.1417512164753,71.56397903271285,28.649736887595658,1
02/12/2019,3.546945336623736,877.1139374327028,69.5779296752728,25.187777731506166,1
03/12/2019,11.18892062911987,3540.893457066959,57.78549945851196,29.94858660816264,2
04/12/2019,16.081401603046196,3914.1988660035513,30.595810378318422,22.86778916927273,1
05/12/2019,46.36027322805752,1075.8870519472675,15.429821595070226,29.558356490043373,1
06/12/2019,9.571217128077036,2837.473725028386,11.368567265589036,14.538808735574904,1
07/12/2019,47.580221495880544,729.580776102418,67.98096030858896,23.57203018747926,2
08/12/2019,3.701078557114945,2618.9861533062085,89.27068664394342,19.584448906536867,2
09/12/2019,39.260654093783096,849.8483217705292,46.21695399853175,39.41654155810359,3
10/12/2019,11.871503743573792,1192.3279423135627,8.043973241884538,34.43688835363156,1
11/12/2019,41.79276742434544,2790.225299041386,57.1392261579535,38.83327411933668,4
12/12/2019,45.934080808584596,2326.4029058352426,35.450690875682675,15.175532420949018,2
13/12/2019,11.293592187840323,1370.658944936484,81.22841133284457,41.626139265554166,2
14/12/2019,10.919979385362799,4339.36802365226,54.13592685054669,20.955758484821242,2
15/12/2019,35.84970580777809,3079.601608072564,14.042184734784701,16.30223133309197,2
16/12/2019,25.89457245356043,2192.5912016355596,14.214824590588805,36.39273170628684,3
17/12/2019,30.640955440568373,3632.293991370321,93.1707722244134,19.730059626709135,3
18/12/2019,19.570957436296982,3454.4704769847585,1.1002816801419457,23.025306846829167,1
19/12/2019,36.82699337364045,1850.0809784590097,76.56575517087578,19.940363839222393,3
20/12/2019,11.81521384760164,2573.9574164040623,97.08674961453652,21.98500094261566,2
21/12/2019,41.57944468402269,2375.6038461987496,63.25778953527951,28.194498434400405,3
22/12/2019,4.676184300315489,3253.6291112715494,40.20577193097269,41.99504750088168,2
23/12/2019,49.142516039774875,2488.7125666496386,72.47884846791575,22.445406014690384,3
24/12/2019,19.072614299541073,1062.1519422770634,8.868873920795295,18.82453060354572,1
25/12/2019,45.30486588880271,1037.942255719347,22.20466215651803,16.316162144423657,1
26/12/2019,25.770447689972016,2775.9813760238694,85.81342196735584,44.32259408449161,4
27/12/2019,10.165528898700076,3852.397500130489,73.13292472723471,27.721096629702302,2
28/12/2019,31.783095673325374,4090.1417304988954,79.86709774826541,15.157727741883303,3
29/12/2019,46.5767309108967,948.8876290122432,29.112921819021388,29.254499713238587,1
30/12/2019,45.827496753306214,4087.9281617400634,9.04659715058419,35.38713743445817,3
31/12/2019,4.146398821156577,1999.1577093091441,10.042207492715715,34.47189982711876,2
01/01/2020,8.968767270404697,2809.377271767467,73.50617008048717,34.98118791014255,3
02/01/2020,41.18315806380844,872.05813312606,38.245941627191414,34.18892446120437,2
03/01/2020,39.08627366752908,1408.347202808814,71.85166391507394,18.427924500679943,2
04/01/2020,29.466672403172605,3215.497378016858,4.354505287983179,16.92273484325865,2
05/01/2020,0.2939175806073613,2538.0531365783672,39.33565325024936,29.542674689962723,1
06/01/2020,19.226089279772097,1193.0206667747216,3.69507153094657,27.601042889069458,1
07/01/2020,20.947463032515873,1954.9007340599753,11.449295595543385,14.607729729293649,1
08/01/2020,44.20944578732148,839.8593059170761,59.21266195455148,34.66370278758648,3
09/01/2020,46.3717135882737,1280.4619906309126,41.42655303926727,29.967096578431917,1
10/01/2020,9.226819017177862,3253.2937408573493,71.93641340203129,23.681881149391145,2
11/01/2020,24.940345280532522,4411.436579909034,25.176381536913283,32.20133727336898,2
12/01/2020,15.050048651628423,1382.1742859025446,65.00662163483078,39.619810242864446,2
13/01/2020,38.64121769193291,2817.4429063501047,12.15853306160195,33.00748051606168,3
14/01/2020,38.051839757085766,1930.4436146204894,12.278193246318047,35.86411084181495,3
15/01/2020,1.759970120943638,1516.4827610318084,5.718574504657714,32.90901328874344,1
16/01/2020,44.46704944417853,3039.5040910373295,67.51615086829925,36.14570041460527,4
17/01/2020,13.814712924297185,1667.9228097240484,81.39777676075582,19.920951831574104,1
18/01/2020,31.65899403054391,3764.27456514107,35.198787921572794,35.47927580114383,3
19/01/2020,15.374636236328183,1072.8366094966213,76.73346223950236,39.29498619639044,2
20/01/2020,1.2735576490387257,707.7791185953839,48.94413956974567,34.245375378943905,2
21/01/2020,7.895339825334386,2621.5521100084607,31.0654709434123,28.469708920991057,1
22/01/2020,31.663943780052893,4129.113091944651,48.575348991212984,31.54001868610442,4
23/01/2020,11.203691758634903,2678.2466653093434,78.86435347071543,15.350918937275939,2
24/01/2020,29.46885623857762,4189.628737653428,71.84057253172358,35.91692540297285,4
25/01/2020,44.765052046470785,742.4341442395921,25.096908614645542,38.04700100567594,2
26/01/2020,2.726947741950758,1352.1852357049675,1.8030766131807319,31.647308560903095,1
27/01/2020,31.36563727145508,4277.188854918253,56.14470893537155,16.184388716911123,3
28/01/2020,10.410329666983248,3098.306010658316,35.917088749772375,38.62225317819353,2
29/01/2020,34.342877647407896,3543.947672125983,64.79122229047105,35.92810253202612,4
30/01/2020,5.759956908002195,4078.0881152008324,67.80510099562134,28.022665416456036,2
31/01/2020,1.9965481022188425,2433.7366968688593,92.79317344516323,14.832363987602463,2
01/02/2020,3.3057183248883404,1957.706137788135,97.75218892010825,39.881803219082784,3
02/02/2020,5.313500614185501,2234.6642616124736,19.55174108221458,24.646292557466563,1
03/02/2020,11.954015772734133,3379.3553710961132,12.933001966748026,24.665388068595007,1
04/02/2020,17.638808826263684,3425.524770179097,50.39925295918549,30.199677476306025,3
05/02/2020,39.02567673083223,1998.478142799543,3.3870575821723037,26.994286651612473,2
06/02/2020,47.42613987422012,4135.358101954513,83.01696931752534,18.49382934758265,3
07/02/2020,32.62698165997555,2713.1158087376343,4.757936111512029,25.634780903295745,2
08/02/2020,47.700154394839515,1458.8058701180223,55.49960462519673,28.122506940596555,2
09/02/2020,42.23664775301737,3750.23124428386,83.81201853248713,31.881407829024045,4
10/02/2020,38.363762688692745,2767.110933962367,4.582197873904114,45.14792757536836,3
11/02/2020,39.89155505055005,1223.8459477761592,7.752406492807173,32.45738161469621,2
12/02/2020,39.983034650856716,1904.602332695482,87.54495692569171,27.55684863238077,3
13/02/2020,6.854048018483139,1929.8337889164347,63.343604883370695,43.05759110592798,3
14/02/2020,30.182591071563735,1510.5096342532797,46.311726618062856,40.42173454631101,3
15/02/2020,3.143617558359951,4492.21701654237,16.862650370292855,34.65918206809163,2
16/02/2020,46.28427578281607,4055.9509333064448,17.257651733147604,43.8919951518653,3
17/02/2020,49.815768607516205,1125.8070399880066,30.892260902842583,14.724707532309399,1
18/02/2020,20.321930665008008,1535.9378974341041,15.241732968844357,36.14030711824263,1
19/02/2020,16.370895808784176,3830.0346075088573,78.97165311247394,41.42286255348547,3
20/02/2020,45.065074107178326,2306.241387842195,45.37981796019811,45.38901220815191,4
21/02/2020,18.17598246512973,978.8120941734762,24.120667440084155,20.99180027534711,1
22/02/2020,32.18431126792881,1504.962101151029,21.073742625276548,17.14158955437659,1
23/02/2020,41.2819188093646,2021.2728341315094,52.25277861628316,42.3700148725828,4
24/02/2020,36.19128082845122,3848.6488243270687,91.81215966840004,34.74421452487857,4
25/02/2020,24.51927082306955,2158.230464469998,76.4926887012783,27.219814729510468,2
26/02/2020,30.285937899962956,3342.8101365815223,9.258744928070817,39.402386825902056,3
27/02/2020,41.25530271292238,3809.2019981431076,53.41403933096529,41.46836594173625,4
28/02/2020,32.744016892541964,3996.659913646469,85.14337726204417,15.777643036673677,3
29/02/2020,35.69505931912138,834.839037109559,77.21295751216437,30.491319248237897,3
01/03/2020,44.97745202844842,3181.944761539845,19.471919326951735,17.289343616135348,2
02/03/2020,31.109342484007673,3429.6100787333744,42.832982789464026,20.064009778657958,2
03/03/2020,24.900591483814072,825.6925744295313,2.5702165516036546,21.246540753818934,1
04/03/2020,39.87236418624822,3949.578185021174,94.05706255946295,41.20523867012498,4
05/03/2020,31.73501227158012,3576.7300888980208,19.477985619805015,27.93492163525204,2
06/03/2020,17.691917546734388,1490.1177888056295,97.58219986271716,37.038630945178035,2
07/03/2020,40.88573571424863,1635.8098466427818,10.208128550484851,25.78383039456252,1
08/03/2020,16.914855589609516,2578.4137456478447,9.092386039944955,17.79657369832258,1
09/03/2020,40.02168079417981,3289.1924277471385,64.38720106044383,28.738372146158483,3
10/03/2020,6.290705826064374,3695.587509744318,22.345464422615525,34.09173065172308,2
11/03/2020,29.99314368160016,4135.52705621639,53.792570552460774,15.961589255129486,3
12/03/2020,37.07622879823624,4093.2929480549174,17.289535837789984,26.581134028118882,2
13/03/2020,16.71912768953789,745.8739767520449,31.30195292598703,27.991718721873056,1
14/03/2020,47.86371996611533,3319.6261896300325,48.22450515868321,34.147856238770316,4
15/03/2020,42.677337660353516,3646.712978508166,49.77092092263925,41.47952775473101,4
16/03/2020,13.01589399470382,3419.193864646726,38.02444599098216,34.725260188754405,2
17/03/2020,19.129642543985515,1665.7813232416747,79.3539994429719,20.63072710781509,1
18/03/2020,2.090140020989184,2522.181610345696,69.43637453075071,44.888824736952714,3
19/03/2020,32.71583097592076,1630.584915668696,26.785023248184714,39.478463787759466,2
20/03/2020,30.13497093922888,1687.2689254234574,89.47105529471823,24.340551980863555,2
21/03/2020,12.548460262248373,2359.427020990419,85.13231511377552,25.11088769978937,2
22/03/2020,41.24147800837896,2213.2323916325836,67.90148116778798,35.410949804139925,4
23/03/2020,6.441617991871257,2234.7970933512734,67.54435910373589,23.97880218149379,2
24/03/2020,30.232602271763714,1984.0817869730704,75.88464227292407,27.70359468805514,3
25/03/2020,27.406405996459636,3798.965011120117,3.5015814215383245,45.40838798790122,3
26/03/2020,19.87303744558006,4162.572496525765,75.72221195214966,34.00727037056468,3
27/03/2020,44.04596401557587,2561.622971322965,1.0898412358804843,16.444008053642058,2
28/03/2020,23.482574648746855,3096.9383206278458,37.775774049570266,35.600686638910716,2
29/03/2020,0.9828401798514685,1359.4199144348636,3.8112953464415456,38.14608998677267,1
30/03/2020,35.33569953287349,4455.688171377891,25.5522071191675,43.074775508367566,3
31/03/2020,17.951517101478036,1357.2316095378333,95.44822791174504,21.46908527539434,1
01/04/2020,3.7302600079674897,755.310728858337,14.974877315425472,18.797564543121897,1
02/04/2020,28.688924154221855,1531.0101668764364,31.49549196804814,28.84450955261814,1
03/04/2020,4.1080110248361725,2995.7300667553454,38.85623696308382,43.1466310091873,2
04/04/2020,33.25572349806921,1422.0574384915888,0.6771696075708045,31.594054556358635,2
05/04/2020,42.10985721750536,2068.356630198145,72.58745150681499,14.634130178045456,3
06/04/2020,49.921200803241156,2902.564630041659,45.06310127027504,41.2977878120179,4
07/04/2020,28.948590553384445,4351.577792922755,2.0607241077516547,38.04940647770383,3
08/04/2020,15.244567227665339,3842.2637452919193,92.30087835152092,45.24242423724103,3
09/04/2020,33.98195683301677,1858.5303664154924,39.839875767610856,38.74417771042039,3
10/04/2020,43.485480133314724,4116.032988195961,78.47894287428676,16.074674491131454,3
11/04/2020,31.868844089325304,4251.999599575445,80.59487334414035,29.185301749041166,3
12/04/2020,18.976608839539395,3542.3004133764316,65.13642344600913,17.784675009523653,2
13/04/2020,24.1914166699089,2591.2892215912034,11.815870044156307,29.900118553805445,1
14/04/2020,7.591039860285276,2692.090243217419,78.93531474088509,22.14449668088842,2
15/04/2020,27.925999600698898,1625.904320287011,20.82243958202725,30.93937334528577,2
